Timestamp,Thread Name,Thread State,Last Call,Custom Call
2021-03-29 07:13:19,http-nio-7012-exec-78,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-79,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-80,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-81,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-82,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-83,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-84,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-85,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-86,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-87,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-88,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-89,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-90,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-91,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-92,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-93,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-94,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-95,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-96,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-97,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-98,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-99,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-100,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-101,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-102,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-103,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-104,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-105,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-106,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-107,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-108,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-109,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-110,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-111,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-112,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-113,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-114,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-115,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-116,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-117,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-118,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-119,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-120,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-121,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-122,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-123,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-124,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-125,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-126,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-127,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-128,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-129,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-130,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-131,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-132,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-133,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-134,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-135,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-136,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-137,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-138,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-139,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-140,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-141,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-142,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-143,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,container-9,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:13:19,http-nio-7012-exec-144,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-145,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-146,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-147,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-148,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-149,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-150,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-151,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-152,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-153,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-154,TIMED_WAITING (on object monitor),at bea.jolt.IOBuf.waitOnBuf(IOBuf.java:119),No
2021-03-29 07:13:19,http-nio-7012-exec-155,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-156,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-157,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-158,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-159,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-160,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-161,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-162,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-163,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-164,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,http-nio-7012-exec-165,TIMED_WAITING (parking),at org.apache.commons.pool2.impl.LinkedBlockingDeque.pollFirst(LinkedBlockingDeque.java:629),No
2021-03-29 07:13:19,http-nio-7012-exec-166,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:13:19,VM Thread,,,
2021-03-29 07:13:19,GC Thread#0,,,
2021-03-29 07:13:19,G1 Main Marker,,,
2021-03-29 07:13:19,G1 Conc#0,,,
2021-03-29 07:13:19,G1 Refine#0,,,
2021-03-29 07:13:19,G1 Young RemSet Sampling,,,
2021-03-29 07:13:19,VM Periodic Task Thread,,,
2021-03-29 07:14:21,Reference Handler,RUNNABLE,at java.lang.ref.Reference.waitForReferencePendingList(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,Finalizer,WAITING (on object monitor),at java.lang.ref.ReferenceQueue.remove(java.base@11.0.10/ReferenceQueue.java:155),No
2021-03-29 07:14:21,Signal Dispatcher,RUNNABLE,,
2021-03-29 07:14:21,Service Thread,RUNNABLE,,
2021-03-29 07:14:21,C2 CompilerThread0,RUNNABLE,,
2021-03-29 07:14:21,C1 CompilerThread0,RUNNABLE,,
2021-03-29 07:14:21,Sweeper thread,RUNNABLE,,
2021-03-29 07:14:21,Common-Cleaner,TIMED_WAITING (on object monitor),at java.lang.ref.ReferenceQueue.remove(java.base@11.0.10/ReferenceQueue.java:155),No
2021-03-29 07:14:21,jaeger.RemoteReporter-QueueProcessor,WAITING (parking),at java.util.concurrent.ArrayBlockingQueue.take(java.base@11.0.10/ArrayBlockingQueue.java:417),No
2021-03-29 07:14:21,jaeger.RemoteReporter-FlushTimer,TIMED_WAITING (on object monitor),at java.util.TimerThread.mainLoop(java.base@11.0.10/Timer.java:553),No
2021-03-29 07:14:21,lettuce-eventExecutorLoop-1-1,TIMED_WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.poll(java.base@11.0.10/LinkedBlockingQueue.java:458),No
2021-03-29 07:14:21,Catalina-utility-1,WAITING (parking),at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@11.0.10/ScheduledThreadPoolExecutor.java:1177),No
2021-03-29 07:14:21,Catalina-utility-2,TIMED_WAITING (parking),at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@11.0.10/ScheduledThreadPoolExecutor.java:1182),No
2021-03-29 07:14:21,container-0,TIMED_WAITING (sleeping),at java.lang.Thread.sleep(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,commons-pool-evictor-thread,TIMED_WAITING (parking),at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@11.0.10/ScheduledThreadPoolExecutor.java:1182),No
2021-03-29 07:14:21,spring.cloud.inetutils,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,http-nio-7012-BlockPoller,RUNNABLE,at sun.nio.ch.EPoll.wait(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,http-nio-7012-ClientPoller,RUNNABLE,at sun.nio.ch.EPoll.wait(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,http-nio-7012-Acceptor,RUNNABLE,at sun.nio.ch.ServerSocketChannelImpl.accept0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,DestroyJavaVM,RUNNABLE,,
2021-03-29 07:14:21,AsynchThread-1,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,AsynchThread-2,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,AsynchThread-3,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,AsynchThread-4,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,AsynchThread-5,WAITING (parking),at java.util.concurrent.LinkedBlockingQueue.take(java.base@11.0.10/LinkedBlockingQueue.java:433),No
2021-03-29 07:14:21,AMQP Connection 10.43.172.112:5672,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,pool-2-thread-2,TIMED_WAITING (parking),at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@11.0.10/ScheduledThreadPoolExecutor.java:1182),No
2021-03-29 07:14:21,Attach Listener,RUNNABLE,,
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
2021-03-29 07:14:21,LLENwReader,RUNNABLE,at java.net.SocketInputStream.socketRead0(java.base@11.0.10/Native Method),No
2021-03-29 07:14:21,LLENwWriter,WAITING (on object monitor),at bea.jolt.OutQ.getFromQ(OutQ.java:89),No
